Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
"Paris, Texas","
Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",R,145 min,Drama,Wim Wenders,"Harry Dean Stanton, 
Nastassja Kinski, 
Dean Stockwell, 
Sam Berry",8.1
Nosferatu,"
Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.",Not Rated,94 min,"Fantasy, Horror",F.W. Murnau,"Max Schreck, 
Alexander Granach, 
Gustav von Wangenheim, 
Greta Schröder",7.9
The Fighter,"
Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",R,116 min,"Action, Biography, Drama",David O. Russell,"Mark Wahlberg, 
Christian Bale, 
Amy Adams, 
Melissa Leo",7.8
Straight Outta Compton,"
The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",R,147 min,"Biography, Drama, History",F. Gary Gray,"O'Shea Jackson Jr., 
Corey Hawkins, 
Jason Mitchell, 
Neil Brown Jr.",7.8
Rushmore,"
A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",R,93 min,"Comedy, Drama, Romance",Wes Anderson,"Jason Schwartzman, 
Bill Murray, 
Olivia Williams, 
Seymour Cassel",7.6
The Skin I Live In,"
A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",R,120 min,"Drama, Horror, Mystery",Pedro Almodóvar,"Antonio Banderas, 
Elena Anaya, 
Jan Cornet, 
Marisa Paredes",7.6
Sound of Metal,"
A heavy metal drummer's life is turned upside down when he begins to lose his hearing and he must confront a future filled with silence.",R,120 min,"Drama, Music",Darius Marder,"Riz Ahmed, 
Olivia Cooke, 
Paul Raci, 
Lauren Ridloff",7.7
North by Northwest,"
A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Approved,136 min,"Action, Adventure, Mystery",Alfred Hitchcock,"Cary Grant, 
Eva Marie Saint, 
James Mason, 
Jessie Royce Landis",8.3
The Great Escape,"
Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.",Approved,172 min,"Adventure, Drama, History",John Sturges,"Steve McQueen, 
James Garner, 
Richard Attenborough, 
Charles Bronson",8.2
Annie Hall,"
Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",PG,93 min,"Comedy, Romance",Woody Allen,"Woody Allen, 
Diane Keaton, 
Tony Roberts, 
Carol Kane",8.0
The Elephant Man,"
A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",PG,124 min,"Biography, Drama",David Lynch,"Anthony Hopkins, 
John Hurt, 
Anne Bancroft, 
John Gielgud",8.2
The Color Purple,"
A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.",PG-13,154 min,Drama,Steven Spielberg,"Danny Glover, 
Whoopi Goldberg, 
Oprah Winfrey, 
Margaret Avery",7.7
The King of Comedy,"
Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",PG,109 min,"Comedy, Crime, Drama",Martin Scorsese,"Robert De Niro, 
Jerry Lewis, 
Diahnne Abbott, 
Sandra Bernhard",7.8
After Hours,"
An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.",R,97 min,"Comedy, Crime, Drama",Martin Scorsese,"Griffin Dunne, 
Rosanna Arquette, 
Verna Bloom, 
Tommy Chong",7.6
For a Few Dollars More,"
Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.",R,132 min,"Drama, Western",Sergio Leone,"Clint Eastwood, 
Lee Van Cleef, 
Gian Maria Volontè, 
Mara Krupp",8.2
Belle de Jour,"
A frigid young housewife decides to spend her midweek afternoons as a prostitute.",R,100 min,"Drama, Romance",Luis Buñuel,"Catherine Deneuve, 
Jean Sorel, 
Michel Piccoli, 
Geneviève Page",7.7
The Theory of Everything,"
A look at the relationship between the famous physicist Stephen Hawking and his wife.",PG-13,123 min,"Biography, Drama, Romance",James Marsh,"Eddie Redmayne, 
Felicity Jones, 
Tom Prior, 
Sophie Perry",7.7
The Magnificent Seven,"
Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.",Approved,128 min,"Action, Adventure, Drama",John Sturges,"Yul Brynner, 
Steve McQueen, 
Charles Bronson, 
Eli Wallach",7.7
The Boy in the Striped Pajamas,"
Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",PG-13,94 min,"Drama, War",Mark Herman,"Asa Butterfield, 
David Thewlis, 
Rupert Friend, 
Zac Mattoon O'Brien",7.7
Das Boot,"
A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.",R,149 min,"Drama, War",Wolfgang Petersen,"Jürgen Prochnow, 
Herbert Grönemeyer, 
Klaus Wennemann, 
Hubertus Bengsch",8.4
Jai Bhim,"
When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",TV-MA,164 min,"Crime, Drama, Mystery",T.J. Gnanavel,"Suriya, 
Lijo Mol Jose, 
Manikandan K., 
Rajisha Vijayan",8.8
Isle of Dogs,"
Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",PG-13,101 min,"Animation, Adventure, Comedy",Wes Anderson,"Bryan Cranston, 
Koyu Rankin, 
Edward Norton, 
Bob Balaban",7.8
Stalker,"
A guide leads two men through an area known as the Zone to find a room that grants wishes.",Not Rated,162 min,"Drama, Sci-Fi",Andrei Tarkovsky,"Alisa Freyndlikh, 
Aleksandr Kaydanovskiy, 
Anatoliy Solonitsyn, 
Nikolay Grinko",8.1
The Man from Earth,"
An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.",Not Rated,87 min,"Drama, Fantasy, Mystery",Richard Schenkman,"David Lee Smith, 
Tony Todd, 
John Billingsley, 
Ellen Crawford",7.8
The Holy Mountain,"
In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",16+,114 min,"Adventure, Drama, Fantasy",Alejandro Jodorowsky,"Alejandro Jodorowsky, 
Horacio Salinas, 
Zamira Saunders, 
Juan Ferrara",7.8
Happiness,"
The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",NC-17,134 min,"Comedy, Drama",Todd Solondz,"Jane Adams, 
Jon Lovitz, 
Philip Seymour Hoffman, 
Dylan Baker",7.7
Wild Tales,"
Six short stories that explore the extremities of human behavior involving people in distress.",R,122 min,"Comedy, Drama, Thriller",Damián Szifron,"Darío Grandinetti, 
María Marull, 
Mónica Villa, 
Diego Starosta",8.1
Serenity,"
The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.",PG-13,119 min,"Action, Adventure, Sci-Fi",Joss Whedon,"Nathan Fillion, 
Gina Torres, 
Chiwetel Ejiofor, 
Alan Tudyk",7.8
The Hustler,"
An up-and-coming pool player plays a long-time champion in a single high-stakes match.",Not Rated,134 min,"Drama, Sport",Robert Rossen,"Paul Newman, 
Jackie Gleason, 
Piper Laurie, 
George C. Scott",8.0
The Girl with the Dragon Tattoo,"
A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.",R,152 min,"Crime, Drama, Mystery",Niels Arden Oplev,"Michael Nyqvist, 
Noomi Rapace, 
Ewa Fröling, 
Lena Endre",7.8
The Ten Commandments,"
Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",G,220 min,"Adventure, Drama, Family",Cecil B. DeMille,"Charlton Heston, 
Yul Brynner, 
Anne Baxter, 
Edward G. Robinson",7.9
Changeling,"
Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.",R,141 min,"Biography, Crime, Drama",Clint Eastwood,"Angelina Jolie, 
Colm Feore, 
Amy Ryan, 
Gattlin Griffith",7.8
Hunt for the Wilderpeople,"
A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.",PG-13,101 min,"Adventure, Comedy, Drama",Taika Waititi,"Sam Neill, 
Julian Dennison, 
Rima Te Wiata, 
Rachel House",7.8
Sunset Blvd.,"
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.",Passed,110 min,"Drama, Film-Noir",Billy Wilder,"William Holden, 
Gloria Swanson, 
Erich von Stroheim, 
Nancy Olson",8.4
Butch Cassidy and the Sundance Kid,"
Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",PG,110 min,"Biography, Crime, Drama",George Roy Hill,"Paul Newman, 
Robert Redford, 
Katharine Ross, 
Strother Martin",8.0
The Trial of the Chicago 7,"
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",R,129 min,"Drama, History, Thriller",Aaron Sorkin,"Eddie Redmayne, 
Alex Sharp, 
Sacha Baron Cohen, 
Jeremy Strong",7.7
Sling Blade,"
Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",R,135 min,Drama,Billy Bob Thornton,"Billy Bob Thornton, 
Dwight Yoakam, 
J.T. Walsh, 
John Ritter",8.0
A Fistful of Dollars,"
A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",R,99 min,"Action, Drama, Western",Sergio Leone,"Clint Eastwood, 
Gian Maria Volontè, 
Marianne Koch, 
Wolfgang Lukschy",7.9
Rebel Without a Cause,"
A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",PG-13,111 min,Drama,Nicholas Ray,"James Dean, 
Natalie Wood, 
Sal Mineo, 
Jim Backus",7.6
The Jungle Book,"
Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.",G,78 min,"Animation, Adventure, Comedy",Wolfgang Reitherman,"Phil Harris, 
Sebastian Cabot, 
Louis Prima, 
Bruce Reitherman",7.6
Evil Dead II,"
The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.",R,84 min,"Comedy, Horror",Sam Raimi,"Bruce Campbell, 
Sarah Berry, 
Dan Hicks, 
Kassie Wesley DePaiva",7.7
Glory,"
Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",R,122 min,"Biography, Drama, History",Edward Zwick,"Matthew Broderick, 
Denzel Washington, 
Cary Elwes, 
Morgan Freeman",7.8
The Third Man,"
Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Approved,93 min,"Film-Noir, Mystery, Thriller",Carol Reed,"Orson Welles, 
Joseph Cotten, 
Alida Valli, 
Trevor Howard",8.1
Thirteen Lives,"
A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.",PG-13,147 min,"Action, Adventure, Biography",Ron Howard,"Viggo Mortensen, 
Colin Farrell, 
Joel Edgerton, 
Tom Bateman",7.8
Network,"
A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",R,121 min,Drama,Sidney Lumet,"Faye Dunaway, 
William Holden, 
Peter Finch, 
Robert Duvall",8.1
Carlito's Way,"
A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",R,144 min,"Crime, Drama, Thriller",Brian De Palma,"Al Pacino, 
Sean Penn, 
Penelope Ann Miller, 
John Leguizamo",7.9
Awakenings,"
The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",PG-13,121 min,"Biography, Drama",Penny Marshall,"Robert De Niro, 
Robin Williams, 
Julie Kavner, 
Ruth Nelson",7.8
Paddington 2,"
Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",PG,103 min,"Adventure, Comedy, Family",Paul King,"Ben Whishaw, 
Hugh Grant, 
Hugh Bonneville, 
Sally Hawkins",7.8
The Sting,"
Two grifters team up to pull off the ultimate con.",PG,129 min,"Comedy, Crime, Drama",George Roy Hill,"Paul Newman, 
Robert Redford, 
Robert Shaw, 
Charles Durning",8.3
The Last Picture Show,"
In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",R,118 min,"Drama, Romance",Peter Bogdanovich,"Timothy Bottoms, 
Jeff Bridges, 
Cybill Shepherd, 
Ben Johnson",8.0
Let the Right One In,"
Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",R,114 min,"Drama, Fantasy, Horror",Tomas Alfredson,"Kåre Hedebrant, 
Lina Leandersson, 
Per Ragnar, 
Henrik Dahl",7.9
Serpico,"
An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.",R,130 min,"Biography, Crime, Drama",Sidney Lumet,"Al Pacino, 
John Randolph, 
Jack Kehoe, 
Biff McGuire",7.7
Bonnie and Clyde,"
Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",R,111 min,"Action, Biography, Crime",Arthur Penn,"Warren Beatty, 
Faye Dunaway, 
Michael J. Pollard, 
Gene Hackman",7.7
50/50,"
Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",R,100 min,"Comedy, Drama, Romance",Jonathan Levine,"Joseph Gordon-Levitt, 
Seth Rogen, 
Anna Kendrick, 
Bryce Dallas Howard",7.6
Die Hard with a Vengeance,"
John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",R,128 min,"Action, Adventure, Thriller",John McTiernan,"Bruce Willis, 
Jeremy Irons, 
Samuel L. Jackson, 
Graham Greene",7.6
Tumbbad,"
A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.",Not Rated,104 min,"Drama, Fantasy, Horror","Rahi Anil Barve, 
Anand Gandhi, 
Adesh Prasad","Sohum Shah, 
Jyoti Malshe, 
Anita Date-Kelkar, 
Ronjini Chakraborty",8.2
M,"
When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Passed,99 min,"Crime, Mystery, Thriller",Fritz Lang,"Peter Lorre, 
Ellen Widmann, 
Inge Landgut, 
Otto Wernicke",8.3
Jujutsu Kaisen 0,"
Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him.",PG-13,112 min,"Animation, Action, Fantasy",Seong-Hu Park,"Chinatsu Akasaki, 
Aya Endô, 
Kana Hanazawa, 
Show Hayami",7.8
Life of Brian,"
Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",R,94 min,Comedy,Terry Jones,"Graham Chapman, 
John Cleese, 
Michael Palin, 
Terry Gilliam",8.0
Mississippi Burning,"
Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.",R,128 min,"Crime, Drama, Mystery",Alan Parker,"Gene Hackman, 
Willem Dafoe, 
Frances McDormand, 
Brad Dourif",7.8
Ponyo,"
A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",G,101 min,"Animation, Adventure, Comedy",Hayao Miyazaki,"Cate Blanchett, 
Matt Damon, 
Liam Neeson, 
Tomoko Yamaguchi",7.6
Kiki's Delivery Service,"
A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",G,103 min,"Animation, Family, Fantasy",Hayao Miyazaki,"Kirsten Dunst, 
Minami Takayama, 
Rei Sakuma, 
Kappei Yamaguchi",7.8
Kung Fu Hustle,"
In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",R,99 min,"Action, Comedy, Fantasy",Stephen Chow,"Stephen Chow, 
Wah Yuen, 
Qiu Yuen, 
Siu-Lung Leung",7.7
Ben-Hur,"
After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",G,212 min,"Adventure, Drama",William Wyler,"Charlton Heston, 
Jack Hawkins, 
Stephen Boyd, 
Haya Harareet",8.1
The Wind Rises,"
A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",PG-13,126 min,"Animation, Biography, Drama",Hayao Miyazaki,"Hideaki Anno, 
Hidetoshi Nishijima, 
Miori Takimoto, 
Masahiko Nishimura",7.7
Dawn of the Dead,"
During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",Unrated,127 min,"Horror, Thriller",George A. Romero,"David Emge, 
Ken Foree, 
Scott H. Reiniger, 
Gaylen Ross",7.8
Harakiri,"
When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",Not Rated,133 min,"Action, Drama, Mystery",Masaki Kobayashi,"Tatsuya Nakadai, 
Akira Ishihama, 
Shima Iwashita, 
Tetsurô Tanba",8.6
This Is England,"
A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",Not Rated,101 min,"Crime, Drama",Shane Meadows,"Thomas Turgoose, 
Stephen Graham, 
Jo Hartley, 
Andrew Shim",7.7
Ghost in the Shell,"
A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.",TV-MA,83 min,"Animation, Action, Crime",Mamoru Oshii,"Atsuko Tanaka, 
Iemasa Kayumi, 
Akio Ôtsuka, 
Kôichi Yamadera",7.9
Paprika,"
When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",R,90 min,"Animation, Drama, Fantasy",Satoshi Kon,"Megumi Hayashibara, 
Tôru Emori, 
Katsunosuke Hori, 
Tôru Furuya",7.7
Goldfinger,"
While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",PG,110 min,"Action, Adventure, Thriller",Guy Hamilton,"Sean Connery, 
Gert Fröbe, 
Honor Blackman, 
Shirley Eaton",7.7
Cool Hand Luke,"
A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",GP,127 min,"Crime, Drama",Stuart Rosenberg,"Paul Newman, 
George Kennedy, 
Strother Martin, 
J.D. Cannon",8.1
Being John Malkovich,"
A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.",R,113 min,"Comedy, Drama, Fantasy",Spike Jonze,"John Cusack, 
Cameron Diaz, 
Catherine Keener, 
John Malkovich",7.7
The Best Offer,"
A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.",R,131 min,"Crime, Drama, Mystery",Giuseppe Tornatore,"Geoffrey Rush, 
Jim Sturgess, 
Sylvia Hoeks, 
Donald Sutherland",7.8
Searching,"
After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",PG-13,102 min,"Drama, Mystery, Thriller",Aneesh Chaganty,"John Cho, 
Debra Messing, 
Joseph Lee, 
Michelle La",7.6
8½,"
A harried movie director retreats into his memories and fantasies.",Not Rated,138 min,Drama,Federico Fellini,"Marcello Mastroianni, 
Anouk Aimée, 
Claudia Cardinale, 
Sandra Milo",8.0
Amores Perros,"
A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",R,154 min,"Drama, Thriller",Alejandro G. Iñárritu,"Emilio Echevarría, 
Gael García Bernal, 
Goya Toledo, 
Álvaro Guerrero",8.1
"Crouching Tiger, Hidden Dragon","
A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.",PG-13,120 min,"Action, Adventure, Drama",Ang Lee,"Chow Yun-Fat, 
Michelle Yeoh, 
Ziyi Zhang, 
Chang Chen",7.9
The Bridge on the River Kwai,"
British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",PG,161 min,"Adventure, Drama, War",David Lean,"William Holden, 
Alec Guinness, 
Jack Hawkins, 
Sessue Hayakawa",8.1
In the Name of the Father,"
A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.",R,133 min,"Biography, Crime, Drama",Jim Sheridan,"Daniel Day-Lewis, 
Pete Postlethwaite, 
Alison Crosbie, 
Philip King",8.1
Hachi: A Dog's Tale,"
A college professor bonds with an abandoned dog he takes into his home.",G,93 min,"Biography, Drama, Family",Lasse Hallström,"Richard Gere, 
Joan Allen, 
Cary-Hiroyuki Tagawa, 
Sarah Roemer",8.1
Clerks,"
A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",R,92 min,Comedy,Kevin Smith,"Brian O'Halloran, 
Jeff Anderson, 
Marilyn Ghigliotti, 
Lisa Spoonauer",7.7
Witness for the Prosecution,"
A veteran British barrister must defend his client in a murder trial that has surprise after surprise.",Approved,116 min,"Crime, Drama, Mystery",Billy Wilder,"Tyrone Power, 
Marlene Dietrich, 
Charles Laughton, 
Elsa Lanchester",8.4
Paths of Glory,"
After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Approved,88 min,"Drama, War",Stanley Kubrick,"Kirk Douglas, 
Ralph Meeker, 
Adolphe Menjou, 
George Macready",8.4
Adaptation.,"
A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.",R,115 min,"Comedy, Drama",Spike Jonze,"Nicolas Cage, 
Meryl Streep, 
Chris Cooper, 
Tilda Swinton",7.7
Roma,"
A year in the life of a middle-class family's maid in Mexico City in the early 1970s.",R,135 min,Drama,Alfonso Cuarón,"Yalitza Aparicio, 
Marina de Tavira, 
Diego Cortina Autrey, 
Carlos Peralta",7.7
Malcolm X,"
Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",PG-13,202 min,"Biography, Drama, History",Spike Lee,"Denzel Washington, 
Angela Bassett, 
Delroy Lindo, 
Spike Lee",7.7
October Sky,"
The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",PG,108 min,"Biography, Drama, Family",Joe Johnston,"Jake Gyllenhaal, 
Chris Cooper, 
Laura Dern, 
Chris Owen",7.8
Detachment,"
A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.",Not Rated,98 min,Drama,Tony Kaye,"Adrien Brody, 
Christina Hendricks, 
Marcia Gay Harden, 
Lucy Liu",7.7
Papillon,"
A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",R,151 min,"Biography, Crime, Drama",Franklin J. Schaffner,"Steve McQueen, 
Dustin Hoffman, 
Victor Jory, 
Don Gordon",8.0
The Conversation,"
A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",PG,113 min,"Drama, Mystery, Thriller",Francis Ford Coppola,"Gene Hackman, 
John Cazale, 
Allen Garfield, 
Frederic Forrest",7.8
A Silent Voice: The Movie,"
A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Not Rated,130 min,"Animation, Drama",Naoko Yamada,"Miyu Irino, 
Saori Hayami, 
Aoi Yûki, 
Kenshô Ono",8.1
United 93,"
A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",R,111 min,"Action, Drama, History",Paul Greengrass,"David Alan Basche, 
Olivia Thirlby, 
Liza Colón-Zayas, 
J.J. Johnson",7.6
Ip Man,"
During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",R,106 min,"Action, Biography, Drama",Wilson Yip,"Donnie Yen, 
Simon Yam, 
Siu-Wong Fan, 
Ka-Tung Lam",8.0
Persona,"
A nurse is put in charge of a mute actress and finds that their personae are melding together.",Not Rated,83 min,"Drama, Thriller",Ingmar Bergman,"Bibi Andersson, 
Liv Ullmann, 
Margaretha Krook, 
Gunnar Björnstrand",8.1
The Wrestler,"
A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",R,109 min,"Drama, Sport",Darren Aronofsky,"Mickey Rourke, 
Marisa Tomei, 
Evan Rachel Wood, 
Mark Margolis",7.9
Gaslight,"
Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.",Passed,114 min,"Crime, Drama, Mystery",George Cukor,"Charles Boyer, 
Ingrid Bergman, 
Joseph Cotten, 
May Whitty",7.8
The Searchers,"
An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.",Passed,119 min,"Adventure, Drama, Western",John Ford,"John Wayne, 
Jeffrey Hunter, 
Vera Miles, 
Ward Bond",7.8
Lucky Number Slevin,"
A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",R,110 min,"Crime, Drama, Thriller",Paul McGuigan,"Josh Hartnett, 
Ben Kingsley, 
Morgan Freeman, 
Lucy Liu",7.7
Being There,"
After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",PG,130 min,"Comedy, Drama",Hal Ashby,"Peter Sellers, 
Shirley MacLaine, 
Melvyn Douglas, 
Jack Warden",7.9
The Wild Bunch,"
An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",R,135 min,"Action, Adventure, Drama",Sam Peckinpah,"William Holden, 
Ernest Borgnine, 
Robert Ryan, 
Edmond O'Brien",7.9
The Seventh Seal,"
A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Not Rated,96 min,"Drama, Fantasy",Ingmar Bergman,"Max von Sydow, 
Gunnar Björnstrand, 
Bengt Ekerot, 
Nils Poppe",8.1
The Last King of Scotland,"
Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.",R,123 min,"Biography, Drama, History",Kevin Macdonald,"James McAvoy, 
Forest Whitaker, 
Gillian Anderson, 
Kerry Washington",7.6
Roman Holiday,"
A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.",Passed,118 min,"Comedy, Romance",William Wyler,"Gregory Peck, 
Audrey Hepburn, 
Eddie Albert, 
Hartley Power",8.0
